# Sensor type: Thingy
# Activity type: Normal walking
# Activity subtype: Normal
# Subject id: s2063346
# Notes: thingy 1.31
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1695752565772,-1.1894531,-0.09765625,-0.057617188,-97.0,-19.75,-69.09375,0.0,0.0,0.0
1695752565833,-0.96875,-0.18164062,-0.018554688,-37.1875,-19.46875,-72.65625,0.0,0.0,0.0
1695752565863,-0.9658203,-0.15527344,0.041015625,19.8125,-6.9375,-68.3125,0.0,0.0,0.0
1695752565922,-0.890625,-0.15722656,0.0,66.875,-0.78125,-54.15625,0.0,0.0,0.0
1695752565952,-0.7392578,0.01171875,0.05859375,52.78125,3.3125,-43.59375,0.0,0.0,0.0
1695752565982,-0.71972656,0.11230469,0.05859375,31.03125,17.40625,-15.5,0.0,0.0,0.0
1695752566012,-0.7939453,-0.09863281,0.18457031,13.40625,28.59375,14.8125,0.0,0.0,0.0
1695752566073,-0.84375,-0.2685547,0.103515625,5.28125,16.8125,25.5,-33.0,1.25,-36.0625
1695752566102,-0.9394531,-0.29882812,0.038085938,5.21875,14.53125,37.53125,0.0,0.0,0.0
1695752566132,-0.95703125,-0.3876953,0.12597656,9.25,13.625,40.5,0.0,0.0,0.0
1695752566195,-0.9736328,-0.5371094,-0.020507812,17.8125,20.15625,32.21875,0.0,0.0,0.0
1695752566223,-1.0898438,-0.6591797,0.20800781,-4.84375,41.75,23.65625,0.0,0.0,0.0
1695752566252,-0.90722656,-0.4189453,0.14257812,95.0,9.1875,-4.09375,0.0,0.0,0.0
1695752566312,-0.8925781,-0.10058594,-0.109375,42.75,27.0,22.75,0.0,0.0,0.0
1695752566342,-1.2978516,0.09863281,0.08984375,48.3125,45.125,61.09375,0.0,0.0,0.0
1695752566372,-1.8857422,-0.036132812,-0.08105469,52.15625,-10.0,12.1875,0.0,0.0,0.0
1695752566433,-0.6142578,0.18066406,-0.15722656,26.53125,9.59375,12.8125,0.0,0.0,0.0
1695752566462,-0.37695312,0.50878906,0.53125,-129.65625,22.40625,41.3125,0.0,0.0,0.0
1695752566492,-1.1992188,0.16308594,-0.46289062,31.09375,14.46875,58.8125,0.0,0.0,0.0
1695752566554,-1.1181641,-0.29882812,-0.017578125,79.5625,58.3125,60.34375,0.0,0.0,0.0
1695752566582,-0.85058594,0.044921875,0.18164062,-111.40625,-16.9375,-7.46875,-31.625,10.8125,-44.0
1695752566612,-0.9951172,0.14160156,-0.22167969,86.34375,10.5625,28.90625,0.0,0.0,0.0
1695752566672,-1.0527344,0.044921875,-0.19042969,-24.5625,21.25,25.8125,0.0,0.0,0.0
1695752566703,-0.94921875,-0.020507812,-0.036132812,-45.8125,16.0,20.8125,0.0,0.0,0.0
1695752566731,-0.9453125,0.017578125,-0.16796875,4.3125,13.3125,13.78125,0.0,0.0,0.0
1695752566793,-0.9472656,0.08300781,-0.08300781,-38.125,15.34375,8.65625,0.0,0.0,0.0
1695752566822,-0.98535156,0.06933594,-0.08691406,-31.59375,11.25,20.125,0.0,0.0,0.0
1695752566853,-0.9707031,0.0048828125,-0.16699219,-7.15625,10.46875,30.6875,0.0,0.0,0.0
