# Sensor type: Respeck
# Activity type: Descending stairs
# Activity subtype: Normal
# Subject id: s2063346
# Notes: 1.9
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1695747930544,-0.051757812,-1.0022583,0.105407715,0.34375,1.90625,0.625
1695747930588,-0.05053711,-0.9573364,0.11126709,0.421875,2.546875,1.015625
1695747930634,-0.034423828,-0.95635986,0.090026855,0.296875,2.5625,1.828125
1695747930663,-0.060302734,-0.9507446,0.08343506,-0.296875,5.15625,1.125
1695747930707,-0.087646484,-0.9475708,0.07489014,6.671875,7.9375,2.328125
1695747930760,-0.05810547,-0.95684814,0.018005371,5.03125,10.28125,0.03125
1695747930782,-0.06567383,-1.0098267,0.0065307617,4.859375,9.75,1.75
1695747930827,-0.07324219,-1.0108032,0.0289917,7.515625,7.671875,3.625
1695747930872,-0.037841797,-0.9924927,0.05999756,7.640625,7.640625,3.40625
1695747930901,-0.08618164,-1.0061646,0.04510498,4.0,4.25,3.015625
1695747930947,-0.10864258,-1.0269165,0.04486084,5.0,3.03125,1.921875
1695747930993,-0.10498047,-0.9824829,0.047302246,6.203125,4.78125,-0.375
1695747931022,-0.078125,-0.942688,0.031188965,2.1875,5.71875,-1.984375
1695747931066,-0.05810547,-0.9312134,0.047546387,0.28125,1.71875,-1.71875
1695747931112,-0.052734375,-0.89385986,0.055114746,-6.0,-1.578125,-1.5
1695747931142,-0.123291016,-0.88067627,0.020935059,-8.8125,-2.328125,-2.921875
1695747931187,-0.08886719,-0.8250122,0.027038574,-6.578125,-4.40625,-5.53125
1695747931220,-0.123291016,-0.7803345,0.082458496,-3.84375,-4.40625,-2.59375
1695747931261,-0.16796875,-0.82476807,0.0993042,-9.203125,-0.859375,-4.3125
1695747931307,-0.056152344,-0.76763916,0.059509277,-2.46875,-1.1875,-0.609375
1695747931336,-0.13452148,-0.70880127,0.0368042,-1.25,-1.28125,1.625
1695747931382,-0.11645508,-0.7288208,-0.029846191,0.15625,-3.3125,-0.875
1695747931427,-0.0146484375,-0.94610596,-0.051818848,-1.953125,-1.71875,3.4375
1695747931457,-0.030517578,-1.3447876,0.15008545,-10.71875,11.15625,1.0
1695747931502,0.31469727,-1.7061157,0.12957764,-7.625,7.640625,6.546875
1695747931547,0.030517578,-1.312561,0.18548584,13.40625,-0.296875,-3.140625
1695747931577,-0.2163086,-0.9331665,0.009460449,15.890625,0.046875,-1.890625
1695747931622,-0.05859375,-1.1087036,0.10614014,7.09375,1.78125,-1.875
1695747931667,0.1652832,-1.2581177,0.17425537,4.546875,-2.078125,3.203125
1695747931697,-0.09375,-0.98516846,0.0848999,10.359375,-2.578125,-0.53125
1695747931742,-0.01586914,-0.92974854,-0.023986816,14.09375,-3.546875,5.984375
1695747931788,0.16552734,-1.0401001,0.042907715,7.46875,-2.375,10.140625
1695747931817,0.024658203,-0.8648071,0.09857178,7.375,-4.734375,4.9375
1695747931865,-0.06323242,-0.82110596,0.13519287,-0.65625,-0.75,-0.40625
1695747931908,-0.099853516,-0.82159424,0.1930542,-8.40625,10.09375,-10.5
1695747931937,-0.11010742,-0.66534424,0.14129639,-7.609375,27.4375,-20.828125
1695747931982,0.067871094,-0.5852661,0.097839355,-15.34375,29.9375,-16.0625
1695747932012,-0.03173828,-0.6699829,0.13787842,-19.8125,19.828125,-14.59375
1695747932057,-0.08105469,-0.9019165,0.109802246,-8.59375,15.5,-11.390625
1695747932103,0.08227539,-0.92681885,0.18328857,-1.53125,9.515625,-5.109375
1695747932132,-7.324219E-4,-0.9578247,0.0524292,5.609375,-0.34375,2.296875
1695747932179,0.18725586,-1.1694946,-0.17218018,-0.015625,-12.859375,15.65625
1695747932223,0.059814453,-1.6951294,-0.44683838,6.484375,-20.46875,29.890625
1695747932253,-0.07421875,-1.8452759,0.12738037,13.8125,-6.296875,6.09375
1695747932297,-0.26660156,-1.2146606,0.2098999,-0.1875,0.171875,-11.1875
1695747932343,-0.09106445,-0.88116455,-0.07159424,2.390625,-6.40625,-1.90625
1695747932374,-0.12866211,-1.0090942,-0.10333252,4.640625,1.265625,-2.296875
1695747932418,-0.068603516,-1.0186157,-0.07940674,9.34375,9.046875,-5.8125
1695747932463,0.048583984,-0.76153564,-0.038635254,0.8125,5.09375,-0.765625
1695747932492,-0.0859375,-0.8814087,-0.022521973,-5.0625,-1.03125,0.578125
1695747932539,-0.088134766,-0.9390259,-0.03326416,-0.21875,3.125,-0.25
1695747932585,-0.014404297,-0.94732666,-0.06109619,-8.015625,-0.34375,1.921875
1695747932628,-0.08154297,-1.0523071,0.04071045,-8.671875,-5.359375,2.0625
1695747932657,-0.17602539,-0.9697876,0.11981201,-7.03125,0.0,-3.546875
1695747932688,-0.16186523,-0.8833618,0.07342529,-19.359375,-0.3125,-6.96875
1695747932734,-0.14941406,-0.9517212,0.09075928,-17.71875,-0.859375,-9.390625
1695747932778,-0.14575195,-0.92266846,0.120788574,-13.828125,-0.65625,-11.03125
1695747932808,-0.14819336,-0.7473755,0.1329956,-14.4375,5.109375,-10.25
1695747932853,-0.12841797,-0.6968384,0.12298584,-7.828125,1.609375,-4.453125
1695747932898,-0.092041016,-0.66412354,0.078308105,0.921875,2.15625,0.15625
1695747932927,-0.068115234,-0.6038208,0.06048584,7.171875,3.125,2.328125
1695747932975,-0.079589844,-0.6218872,0.031188965,9.890625,-4.640625,4.140625
1695747933017,-0.08691406,-0.8875122,0.08392334,3.03125,5.625,2.1875
1695747933049,0.016845703,-1.2981567,0.093444824,-0.09375,4.03125,1.921875
1695747933093,0.2512207,-1.8001099,0.0914917,-3.859375,-0.640625,13.9375
1695747933138,-0.1159668,-1.843811,0.44573975,5.765625,-3.9375,-0.890625
1695747933168,-0.29174805,-1.156311,0.066101074,14.328125,2.296875,-4.46875
1695747933213,-0.05517578,-1.0125122,0.055114746,11.203125,-0.015625,-0.65625
1695747933259,-0.040283203,-1.0234985,0.2538452,6.390625,2.90625,3.578125
1695747933288,0.037597656,-0.8892212,0.06390381,6.734375,6.8125,-0.4375
1695747933335,0.07714844,-0.62823486,0.005065918,10.03125,2.0625,1.796875
1695747933377,-0.0017089844,-0.798645,0.085876465,1.09375,1.546875,2.109375
1695747933408,0.018798828,-0.8748169,0.11199951,-5.328125,1.15625,1.140625
1695747933453,-0.076660156,-0.7727661,0.14202881,-3.921875,2.75,-4.421875
1695747933483,-0.08496094,-0.8115845,0.13421631,0.3125,9.40625,-3.171875
1695747933527,-0.044677734,-0.77056885,0.12664795,-0.984375,8.40625,-2.625
1695747933572,0.018798828,-0.8772583,0.12786865,-1.265625,7.40625,-0.71875
1695747933619,-0.021484375,-0.9885864,0.20257568,-3.640625,4.28125,0.640625
