# Sensor type: Respeck
# Activity type: Lying down back
# Activity subtype: Laughing
# Subject id: s2063346
# Notes: 3.11
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1695750920538,-0.48266602,-0.08648682,0.9147339,0.15625,1.96875,-0.734375
1695750920584,-0.48510742,-0.08087158,0.9293823,0.375,2.28125,-0.9375
1695750920616,-0.4753418,-0.08013916,0.93133545,0.484375,1.859375,-0.890625
1695750920661,-0.46875,-0.0869751,0.93621826,1.015625,1.828125,-0.703125
1695750920696,-0.46044922,-0.090148926,0.9237671,0.1875,1.65625,-0.59375
1695750920734,-0.46435547,-0.10015869,0.9335327,0.359375,1.65625,-0.5
1695750920777,-0.4609375,-0.101135254,0.9310913,0.359375,1.125,-0.140625
1695750920808,-0.46166992,-0.097961426,0.93133545,1.34375,1.25,-0.0625
1695750920852,-0.4699707,-0.089416504,0.9191284,1.859375,1.5625,0.328125
1695750920898,-0.4597168,-0.128479,0.8324585,1.34375,0.875,-0.15625
1695750920926,-0.39648438,-0.054992676,0.8239136,-3.0,-12.96875,0.890625
1695750920973,-0.4543457,-0.04449463,0.9840698,-0.765625,-4.015625,0.8125
1695750921017,-0.6281738,-0.18389893,1.0255737,-4.609375,-6.046875,-1.453125
1695750921047,-0.49975586,-0.04058838,0.8781128,0.109375,2.546875,-1.828125
1695750921091,-0.49829102,-0.077941895,0.87542725,-3.28125,-0.296875,-1.84375
1695750921152,-0.5192871,-0.12335205,0.89471436,-0.578125,2.0,-0.0625
1695750921166,-0.48095703,-0.120910645,0.8336792,-3.15625,-12.390625,-1.484375
1695750921212,-0.5229492,-0.066467285,0.9725952,1.40625,-2.390625,0.53125
1695750921257,-0.5751953,-0.10601807,0.9755249,-0.28125,-1.265625,-0.5625
1695750921317,-0.5305176,-0.06524658,0.9137573,-1.671875,1.75,-1.953125
1695750921332,-0.54003906,-0.05645752,0.84051514,-0.34375,3.0625,-1.453125
1695750921362,-0.49853516,-0.094055176,0.9086304,0.796875,4.15625,-0.140625
1695750921407,-0.5739746,-0.07672119,0.95184326,5.296875,4.671875,1.328125
1695750921452,-0.5251465,-0.14508057,0.8432007,1.25,6.0625,1.0
1695750921482,-0.48901367,-0.08282471,0.8434448,-0.78125,-3.375,-1.421875
1695750921528,-0.4765625,-0.0960083,0.9244995,-0.0625,0.296875,0.203125
1695750921572,-0.58251953,-0.108947754,0.9784546,1.71875,2.203125,0.34375
1695750921602,-0.53808594,-0.07867432,0.9274292,1.890625,5.1875,-0.578125
1695750921650,-0.4946289,-0.1104126,0.79315186,0.3125,5.859375,0.375
1695750921692,-0.4909668,-0.10235596,0.8825073,-1.375,-4.015625,-1.453125
1695750921721,-0.5083008,-0.10821533,0.92889404,-2.203125,-0.09375,-1.125
1695750921767,-0.57299805,-0.10748291,0.9647827,-0.515625,3.171875,-0.1875
1695750921813,-0.5324707,-0.07476807,0.9191284,0.453125,6.109375,-1.125
1695750921857,-0.48168945,-0.09063721,0.8007202,-0.6875,0.046875,-0.703125
1695750921887,-0.50024414,-0.09527588,0.93670654,-1.0,-4.015625,-1.09375
1695750921935,-0.5397949,-0.1116333,0.94989014,-1.6875,0.734375,-0.03125
1695750921978,-0.5756836,-0.10211182,0.9640503,0.109375,1.90625,-0.75
1695750922008,-0.4970703,-0.06939697,0.80877686,0.875,1.921875,-0.703125
1695750922052,-0.49023438,-0.10797119,0.826355,-2.265625,-1.703125,-1.125
1695750922083,-0.5,-0.101867676,0.9508667,0.8125,-2.140625,-0.390625
1695750922143,-0.6010742,-0.09136963,0.9442749,0.578125,0.5,0.65625
1695750922157,-0.52368164,-0.09136963,0.9188843,-0.125,3.921875,-0.59375
1695750922202,-0.5419922,-0.06427002,0.8949585,4.078125,8.671875,0.84375
1695750922248,-0.5214844,-0.09991455,0.9122925,7.21875,12.25,1.75
1695750922277,-0.5246582,-0.13970947,0.9335327,4.640625,12.25,2.265625
1695750922322,-0.50439453,-0.15582275,0.97821045,5.046875,16.671875,0.90625
1695750922367,-0.501709,-0.16680908,0.94573975,1.21875,17.859375,-0.734375
1695750922398,-0.45751953,-0.1194458,0.8578491,-6.953125,5.9375,-2.390625
1695750922442,-0.390625,-0.039855957,0.8629761,-5.765625,-3.6875,-2.703125
1695750922488,-0.40576172,-0.077697754,0.857605,-0.84375,0.390625,-0.34375
1695750922517,-0.43603516,-0.128479,0.76116943,-4.96875,-4.59375,-0.125
1695750922562,-0.6010742,-0.066223145,0.8817749,-5.078125,-40.4375,1.484375
1695750922637,-0.3762207,-0.14508057,1.0106812,-1.59375,0.53125,2.125
1695750922640,-0.6123047,-0.08502197,1.0321655,-3.484375,-6.984375,-1.359375
